Year,Health Plan Type,Plan Name,Measure Name,Submeasure Name,Measure definition,Computed Value,State Average by Carrier Type (Stratified),Utah Average,National Average,Method,Measure ID,Data Element
2015,PPO,EMI ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,33.69,39.02,37.71,Not reportable,MPM,ratedig
2015,PPO,UnitedHealthcare ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,33.69,39.02,37.71,Not reportable,MPM,ratedig
2015,CHIP,Molina ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
2015,CHIP,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Digoxin,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for digoxin.,,,39.02,53.83,Not reportable,MPM,ratedig
2015,PPO,UnitedHealthcare ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,77.64,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,HMO,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,77.41,77.82,78.65,82.19,Administrative,MPM,ratediu
2015,PPO,Aetna ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,77.31,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,PPO,Regence BlueCross BlueShield,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,77.28,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,Medicaid,Health Choice ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,75,83.71,78.65,86.85,Administrative,MPM,ratediu
2015,PPO,Humana ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,71.19,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,PPO,EMI ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,70.62,75.56,78.65,80.21,Administrative,MPM,ratediu
2015,PPO,PEHP,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,,75.56,78.65,80.21,Not reportable,MPM,ratediu
2015,CHIP,Molina ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,,,78.65,86.85,Not reportable,MPM,ratediu
2015,CHIP,SelectHealth ,Annual Monitoring for Patients on Persistent Medications,Diuretics,The percentage of adults 18 and older who received at least 180 treatment days of ambulatory medication therapy for diuretics.,,,78.65,86.85,Not reportable,MPM,ratediu
2015,HMO,Altius ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,3.74,3.23,2.26,3.59,Administrative,NCS,rate
2015,Medicaid,Health Choice ,Prenatal and Postpartum Care,Postpartum Care,The percentage of deliveries that had a postpartum visit on or between 21 and 56 days after delivery.,64.89,68.67,64.78,61.79,Admin+Chart Review,PPC,ratepost
2015,PPO,CIGNA ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,3.49,2.86,2.26,3.76,Administrative,NCS,rate
2015,PPO,UnitedHealthcare ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,3.48,2.86,2.26,3.76,Administrative,NCS,rate
2015,PPO,Regence BlueCross BlueShield,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,3.3,2.86,2.26,3.76,Administrative,NCS,rate
2015,PPO,Aetna ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,2.91,2.86,2.26,3.76,Administrative,NCS,rate
2015,HMO,SelectHealth ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,2.72,3.23,2.26,3.59,Administrative,NCS,rate
2015,Medicaid,SelectHealth ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,2.55,1.99,2.26,3.84,Administrative,NCS,rate
2015,Medicaid,Health Choice ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,2.17,1.99,2.26,3.84,Administrative,NCS,rate
2015,Medicaid,Molina ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,2.09,1.99,2.26,3.84,Administrative,NCS,rate
2015,Medicaid,Healthy U ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,1.14,1.99,2.26,3.84,Administrative,NCS,rate
2015,PPO,Humana ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,1.12,2.86,2.26,3.76,Administrative,NCS,rate
2015,CHIP,Molina ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,0.61,0.31,2.26,3.84,Administrative,NCS,rate
2015,CHIP,SelectHealth ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,0,0.31,2.26,3.84,Administrative,NCS,rate
2015,PPO,PEHP,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,,2.86,2.26,3.76,Not reportable,NCS,rate
2015,PPO,EMI ,Non-Recommended Cervical Cancer Screening in Adolescent Females,Non-Recommended Cervical Cancer Screening in Adolescent Females,The percentage of adolescent females 16Â20 years of age who were screened unnecessarily for cervical cancer. Note: A lower rate indicates better performance.,,2.86,2.26,3.76,Not reportable,NCS,rate
2015,HMO,SelectHealth ,Persistence of Beta-Blocker Treatment After a Heart Attack,Persistence of Beta-Blocker Treatment After a Heart Attack,The percentage of adults 18 years of age and older who were hospitalized and discharged alive with a diagnosis of acute myocardial infarction and who received persistent beta-blocker treatment for six months after discharge.,82.95,78.98,70.77,83.5,Administrative,PBH,rate
